_ra_,_dec_,_searchID_,MatchID,distanceArcMin,MatchRA,MatchDec,DSigma,AbsCorr,NumFilters,NumVisits,NumImages,StartTime,StopTime,StartMJD,StopMJD,TargetName,CI,CI_Sigma,KronRadius,KronRadius_Sigma,Extinction,W2_F170W,W2_F170W_MAD,W2_F170W_N,W2_F255W,W2_F255W_MAD,W2_F255W_N,W2_F300W,W2_F300W_MAD,W2_F300W_N,W2_F336W,W2_F336W_MAD,W2_F336W_N,W3_F336W,W3_F336W_MAD,W3_F336W_N,W2_F439W,W2_F439W_MAD,W2_F439W_N,A_F475W,A_F475W_MAD,A_F475W_N,W3_F475W,W3_F475W_MAD,W3_F475W_N,W2_F555W,W2_F555W_MAD,W2_F555W_N,A_F606W,A_F606W_MAD,A_F606W_N,W3_F606W,W3_F606W_MAD,W3_F606W_N,W2_F702W,W2_F702W_MAD,W2_F702W_N,W3_F775W,W3_F775W_MAD,W3_F775W_N,A_F814W,A_F814W_MAD,A_F814W_N,W2_F814W,W2_F814W_MAD,W2_F814W_N,W3_F814W,W3_F814W_MAD,W3_F814W_N,A_F850LP,A_F850LP_MAD,A_F850LP_N,W3_F105W,W3_F105W_MAD,W3_F105W_N,W3_F110W,W3_F110W_MAD,W3_F110W_N,W3_F140W,W3_F140W_MAD,W3_F140W_N,W3_F160W,W3_F160W_MAD,W3_F160W_N
9.8286,40.36621,223,65648422,0.006028349165504127,9.82847199844835,40.36623414972834,0.0,Y,1,1,1,2013-01-27 05:19:58.577000,2013-01-27 05:23:21.490000,56319.22220570827,56319.22455425467,ANY,2.587580680847168,0.0,1.036099910736084,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.947900772094727,0.0,1,,,
9.8286,40.36621,223,21709279,0.011496339344027759,9.82880943453733,40.366316063196244,0.0,Y,1,1,1,2013-01-27 05:19:58.577000,2013-01-27 05:23:21.490000,56319.22220570827,56319.22455425467,ANY,2.3972580509801067,0.0,1.036099910736084,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.842300415039062,0.0,1,,,
9.8286,40.36621,223,95229597,0.014874854633280093,9.828390529061611,40.366399708529265,7.393007105174931,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,2.930564457370389,0.10047754301966819,1.1173499822616577,0.006434643655855213,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.028949737548828,0.0144500732421875,2,,,
9.8286,40.36621,223,89749439,0.016508217306304255,9.828902843647029,40.36606014004025,13.247709071510144,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,2.419435497253172,0.037294114756379976,1.1400999426841736,0.03676966928417715,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.553099632263184,0.017800331115722656,2,,,
9.8286,40.36621,223,86567420,0.019928316293856115,9.828388048187874,40.36591976425427,78.76899191642408,Y,7,3,8,2007-09-16 05:04:17.007000,2013-01-27 06:42:10.513000,54359.21130790282,56319.27928831242,M31-OB136,2.244557389365296,0.2341164077867545,0.52412498742342,0.32367313861428026,0.15435180068016052,20.467500686645508,0.0,1,20.401899337768555,0.0,1,,,,20.07550048828125,0.0,1,,,,19.973400115966797,0.0,1,,,,,,,20.036800384521484,0.0,1,,,,,,,,,,,,,,,,20.34939956665039,0.0,1,,,,,,,,,,,,,20.573450088500977,0.06554985046386719,2,,,
9.8286,40.36621,223,101109256,0.020354525598930577,9.82871892299912,40.3658830825617,6.337712239885523,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,2.7754031842754734,0.022467805153278564,1.2083499431610107,0.0009193070597196206,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.707650184631348,0.0017499923706054688,2,,,
9.8286,40.36621,223,35688376,0.023477564247937427,9.82903106857234,40.36599731038589,14.20174500653746,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.5016935525401947,0.05394538290000342,0.967199981212616,0.01103084177966523,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.52869987487793,0.02050018310546875,2,,,
9.8286,40.36621,223,22256936,0.027590134324905757,9.829180714180998,40.366335220011045,88.70476308996274,Y,5,3,6,2007-09-16 05:04:17.007000,2013-01-27 06:42:10.513000,54359.21130790282,56319.27928831242,M31-OB136,1.93625794140214,0.26375808722386823,0.5817333062489828,0.35905995480857583,0.15435180068016052,,,,,,,,,,21.58060073852539,0.0,1,,,,21.612199783325195,0.0,1,,,,,,,21.57430076599121,0.0,1,,,,,,,,,,,,,,,,21.82080078125,0.0,1,,,,,,,,,,,,,22.091449737548828,0.0014495849609375,2,,,
9.8286,40.36621,223,77613114,0.02763704752642811,9.829098311445074,40.366470800528624,0.0,Y,1,1,1,2013-01-27 06:38:47.570000,2013-01-27 06:42:10.513000,56319.27693943074,56319.27928831242,ANY,3.0906452286627983,0.0,1.1829999685287476,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.209999084472656,0.0,1,,,
9.8286,40.36621,223,19764387,0.028755589927568957,9.828517592435443,40.36668512912029,33.585210085498495,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,2.382016181945801,0.08405441168830675,1.1277499198913574,0.004596198123810016,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.35165023803711,0.008449554443359375,2,,,
9.8286,40.36621,223,16252757,0.03243046633017432,9.827899788178833,40.366296722061065,8.06870461805225,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.6641935994548183,0.052234628723188584,0.8274499773979187,0.002757752591764818,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.015599250793457,0.010600090026855469,2,,,
9.8286,40.36621,223,25015575,0.03314862146191568,9.828095761760116,40.3666070267435,6.778957720912858,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.3224193646061804,0.019160297226992105,0.7910499572753906,0.004596198123810016,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93019962310791,0.0012998580932617188,2,,,
9.8286,40.36621,223,92140925,0.033824055776857515,9.828246169121645,40.36571490758744,0.0,Y,1,1,1,2013-01-27 05:19:58.577000,2013-01-27 05:23:21.490000,56319.22220570827,56319.22455425467,ANY,2.7890322669859855,0.0,1.2089999914169312,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15290069580078,0.0,1,,,
9.8286,40.36621,223,83056909,0.0353528060140842,9.828735930663662,40.36562996036711,59.07853449996072,Y,5,3,6,2007-09-16 05:04:17.007000,2013-01-27 06:42:10.513000,54359.21130790282,56319.27928831242,M31-OB136,2.2573459158557565,0.3027234828658279,0.5210666557153066,0.2650472154981548,0.15435180068016052,,,,,,,,,,21.845699310302734,0.0,1,,,,21.64259910583496,0.0,1,,,,,,,21.599300384521484,0.0,1,,,,,,,,,,,,,,,,21.79159927368164,0.0,1,,,,,,,,,,,,,21.71245002746582,0.0072498321533203125,2,,,
9.8286,40.36621,223,13520420,0.036977072309144925,9.827799767810559,40.36612024526184,11.342231630991348,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,2.4830645130526636,0.08736198759338115,1.1004499793052673,0.0009192227660225988,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.24535083770752,0.017149925231933594,2,,,
9.8286,40.36621,223,86899771,0.04167047832707548,9.82923311656784,40.36670964818651,27.79817623091625,Y,7,3,8,2007-09-16 05:04:17.007000,2013-01-27 06:42:10.513000,54359.21130790282,56319.27928831242,M31-OB136,1.2455038265630047,0.23767636463210995,0.4259749874472618,0.14111700844086403,0.15435180068016052,20.31450080871582,0.0,1,20.248600006103516,0.0,1,,,,20.04010009765625,0.0,1,,,,20.027299880981445,0.0,1,,,,,,,20.125499725341797,0.0,1,,,,,,,,,,,,,,,,20.386199951171875,0.0,1,,,,,,,,,,,,,20.917999267578125,0.011899948120117188,2,,,
9.8286,40.36621,223,56052224,0.04508644209010077,9.82766795152714,40.36645567572934,2.7013119108252774,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.1434677627778822,0.09135363404130234,0.7357999682426453,0.03860803052252532,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87654972076416,0.00034999847412109375,2,,,
9.8286,40.36621,223,32336263,0.0452788409014028,9.82761552065267,40.36612723786575,8.421644487686121,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.0455644899798977,0.041856171213744735,0.6376499831676483,0.030334899187776404,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76455020904541,0.03254985809326172,2,,,
9.8286,40.36621,223,22032320,0.047355089878906804,9.829568311318464,40.36649036858878,0.0,Y,1,1,1,2013-01-27 05:19:58.577000,2013-01-27 05:23:21.490000,56319.22220570827,56319.22455425467,ANY,2.253387051243936,0.0,1.0088000297546387,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0137996673584,0.0,1,,,
9.8286,40.36621,223,17433238,0.04874450493096373,9.829474188459013,40.36667515790684,2.040888914797222,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.574838690219387,0.07299161172086421,0.9307999610900879,0.053315847659977975,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.870699882507324,0.015500068664550781,2,,,
9.8286,40.36621,223,6376546,0.04965043036963489,9.828585823731588,40.36538256332329,13.252059502774816,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.0225806505449357,0.1893221479776018,0.7806499600410461,0.13512810682883863,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.073349952697754,0.10484981536865234,2,,,
9.8286,40.36621,223,58509004,0.049697855738264546,9.828133884881881,40.36695829942406,0.0,Y,1,1,1,2013-01-27 06:38:47.570000,2013-01-27 06:42:10.513000,56319.27693943074,56319.27928831242,ANY,2.1906450871498353,0.0,1.1128000020980835,0.0,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.942899703979492,0.0,1,,,
9.8286,40.36621,223,40382030,0.049939440866009106,9.827692888389695,40.36667376997947,4.334412407121632,Y,1,2,2,2013-01-27 05:19:58.577000,2013-01-27 06:42:10.513000,56319.22220570827,56319.27928831242,ANY,1.0472580790519714,0.19228745068549485,0.6941999793052673,0.014707817137452646,0.15435180068016052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.325400352478027,0.00010013580322265625,2,,,
145.72186,9.49338,225,60287708,0.002854670470766338,145.72187700775507,9.493335477465541,243.48936226839157,Y,3,2,4,2001-02-14 17:26:13.193000,2015-10-10 02:15:07.427000,51954.72654156713,57305.09383593034,UGC05189,2.4285783166024157,0.36491531752527573,0.28813332319259644,0.08154027799239726,0.02726808935403824,,,,,,,21.369890213012695,0.0,1,,,,22.555500030517578,0.32200050354003906,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.305490493774414,0.0,1,22.45835018157959,0.2270498275756836,2,,,,,,,,,,,,,,,
145.72186,9.49338,225,28605006,0.005854761854705561,145.72184778479144,9.493476832742699,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.8151895516838124,0.013624527984430614,0.23360000550746918,0.0,0.02726808935403824,,,,,,,,,,,,,22.63170051574707,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.163400650024414,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,15262252,0.009181163461854207,145.72191949148203,9.493521322246123,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,2.029941171602486,0.01988213394085061,0.22839999198913574,0.0,0.02726808935403824,,,,,,,,,,,,,22.331899642944336,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.154600143432617,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,13846743,0.009732342204901386,145.72169697344248,9.493401354819184,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.9336667325761583,0.0,0.3359999656677246,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.265499114990234,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,90015311,0.013151276506411451,145.72168939136643,9.493520455931785,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.9671993006288615,0.04528717989178488,0.31599998474121094,0.0,0.02726808935403824,,,,,,,,,,,,,24.368900299072266,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.050500869750977,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,27338099,0.014013310357221517,145.7218752351426,9.493146928716834,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,2.10463401149301,0.051179711499221306,0.24959997832775116,0.0,0.02726808935403824,,,,,,,,,,,,,22.116600036621094,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.346099853515625,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,97143651,0.01540414001913042,145.72211997214185,9.493392892893779,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.8315163936490326,0.11748139269941732,0.25999999046325684,0.0,0.02726808935403824,,,,,,,,,,,,,23.613000869750977,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.588300704956055,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,102186657,0.018746319292457812,145.72212919498534,9.49354469154693,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.8004346049689,0.109194826436899,0.2955999970436096,0.0,0.02726808935403824,,,,,,,,,,,,,23.342899322509766,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1914005279541,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,69739349,0.023909556089124713,145.72225305631386,9.49328777340851,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.3832222090827093,0.0,0.26479998230934143,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.93400001525879,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,38238818,0.02574515599944142,145.72154642547943,9.49308257685176,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.4037777317894828,0.0,0.28679999709129333,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000499725341797,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,89389258,0.02617708634745236,145.7219756335842,9.493801114033307,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,2.2567778163486056,0.0,0.3456000089645386,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.986799240112305,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,34826638,0.027291373578449303,145.72146550569735,9.493615588709792,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.7269804197199203,0.376624535800515,0.2800000011920929,0.0,0.02726808935403824,,,,,,,,,,,,,24.064699172973633,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.471799850463867,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,35824711,0.02790926421865055,145.72143309999657,9.493577693453018,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.768320300220664,0.34677813208499036,0.2784000039100647,0.0,0.02726808935403824,,,,,,,,,,,,,23.959999084472656,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.791000366210938,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,31158015,0.029307900590409167,145.72215412934005,9.49377298790167,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,2.189274551042544,0.11227744142759369,0.3019999861717224,0.0,0.02726808935403824,,,,,,,,,,,,,24.213699340820312,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.155899047851562,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,97657506,0.031514355240054095,145.72217400635824,9.49295578497379,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.685111125310262,0.0,0.32919996976852417,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23200035095215,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,76627198,0.03302165215570733,145.7215427021088,9.492927277393434,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,2.3397776815626354,0.0,0.3467999994754791,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.060100555419922,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,95202476,0.035216423422916185,145.7222616050113,9.492946872149522,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.5454444620344374,0.0,0.3416000008583069,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.557300567626953,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,41909958,0.03808193840685767,145.72123759452055,9.49354122207339,0.0,Y,2,1,2,2015-10-10 01:42:26.420000,2015-10-10 02:15:07.427000,57305.07113911118,57305.09383593034,SN2010JL,1.7383398456511157,0.16107240159718922,0.21319998800754547,0.0,0.02726808935403824,,,,,,,,,,,,,22.780399322509766,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74530029296875,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,77156841,0.03932522016700295,145.72191436851824,9.494033223007357,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,2.1806666586134167,0.0,0.3075999915599823,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.007600784301758,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,12213203,0.04008292384746246,145.7211840907342,9.493423170104638,40.604021616973405,Y,3,2,4,2001-02-14 17:26:13.193000,2015-10-10 02:15:07.427000,51954.72654156713,57305.09383593034,UGC05189,2.5642756269389197,0.07104211586405344,0.2719999924302101,0.09006664385187053,0.02726808935403824,,,,,,,21.712190628051758,0.0,1,,,,22.50909996032715,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88739013671875,0.0,1,22.771299362182617,0.0,1,,,,,,,,,,,,,,,
145.72186,9.49338,225,78046508,0.04607869330481791,145.721411104961,9.494007507579392,0.0,Y,1,1,1,2001-02-14 17:30:13.317000,2001-02-14 18:55:33.313000,51954.72932078224,51954.78857995616,UGC05189,1.234891362812208,0.0,0.3499999940395355,0.0,0.02726808935403824,,,,,,,23.45178985595703,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.72186,9.49338,225,46102608,0.0476729287686903,145.72194398913288,9.494170218674036,0.0,Y,1,1,1,2015-10-10 01:42:26.420000,2015-10-10 02:07:09.410000,57305.07113911118,57305.08830332849,SN2010JL,1.9357777966393364,0.0,0.30559998750686646,0.0,0.02726808935403824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.828800201416016,0.0,1,,,,,,,,,,,,,,,
