sci_data_set_name,sci_targname,sci_hapnum,sci_haspnum,sci_instrume,sci_aper_1234,sci_spec_1234,sci_actual_duration,sci_start_time,sci_pep_id,sci_pi_last_name,sci_ra,sci_dec,sci_refnum,sci_central_wavelength,sci_release_date,sci_stop_time,sci_preview_name,scp_scan_type,sci_hlsp,search_pos,ang_sep
IDWM03010,SDSSJ133245.62+263449.3,1,0,WFC3  ,UVIS2-C1K1C-SUB,F336W,894.0,2019-06-17T12:42:48.853000,15607,REINES,203.19009,26.58038055556,1,3354.6558,2019-12-17T15:40:11,2019-06-17T13:00:48.867000,IDWM03010,,,203.19009 26.58038,3.333360008516376e-05
IDWM03020,SDSSJ133245.62+263449.3,1,0,WFC3  ,UVIS2-C1K1C-SUB,F606W,705.0,2019-06-17T13:02:41.847000,15607,REINES,203.19009,26.58038055556,1,5887.7124,2019-12-17T15:45:48,2019-06-17T13:17:24.867000,IDWM03020,,,203.19009 26.58038,3.333360008516376e-05
IDWM03030,SDSSJ133245.62+263449.3,1,0,WFC3  ,IRSUB512,F140W,422.073488,2019-06-17T13:19:37.540000,15607,REINES,203.19009,26.58038055556,1,13922.907,2019-12-17T15:36:06,2019-06-17T13:29:38.083000,IDWM03030,,,203.19009 26.58038,3.333360008516376e-05
ICYV01A1Q,SDSS-J152304.97+114553.6,0,0,WFC3  ,UVIS2,F475W,50.0,2016-06-23T13:26:09.977000,14187,BALDASSARE,230.77072,11.76488888889,2,4772.1709,2017-06-23T19:18:08,2016-06-23T13:26:59.977000,ICYV01A1Q,,,230.77072 11.76489,6.66665997802724e-05
ICYV01AAQ,SDSS-J152304.97+114553.6,0,0,WFC3  ,UVIS2,F775W,50.0,2016-06-23T15:14:23.993000,14187,BALDASSARE,230.77072,11.76488888889,2,7648.3047,2017-06-23T19:18:22,2016-06-23T15:15:13.960000,ICYV01AAQ,,,230.77072 11.76489,6.66665997802724e-05
ICYV01AHQ,SDSS-J152304.97+114553.6,0,0,WFC3  ,IR,F160W,299.231262,2016-06-23T17:16:28.457000,14187,BALDASSARE,230.77072,11.76488888889,2,15369.176,2017-06-23T21:06:47,2016-06-23T17:21:27.720000,ICYV01AHQ,,,230.77072 11.76489,6.66665997802724e-05
IDWM02010,SDSSJ114359.58+244251.7,1,0,WFC3  ,UVIS2-C1K1C-SUB,F336W,897.0,2019-11-02T19:51:39.213000,15607,REINES,175.99831,24.71438888889,1,3354.6558,2020-05-03T03:51:50,2019-11-02T20:09:42.203000,IDWM02010,,,175.99831 24.71439,6.666660025634347e-05
IDWM02020,SDSSJ114359.58+244251.7,1,0,WFC3  ,UVIS2-C1K1C-SUB,F606W,690.0,2019-11-02T20:11:35.213000,15607,REINES,175.99831,24.71438888889,1,5887.7124,2020-05-03T03:48:33,2019-11-02T20:26:05.210000,IDWM02020,,,175.99831 24.71439,6.666660025634347e-05
IDWM02030,SDSSJ114359.58+244251.7,1,0,WFC3  ,IRSUB512,F140W,422.073488,2019-11-02T20:28:18.907000,15607,REINES,175.99831,24.71438888889,1,13922.907,2020-05-03T03:43:23,2019-11-02T21:26:11.420000,IDWM02030,,,175.99831 24.71439,6.666660025634347e-05
ICUU14010,SDSSJ093239.45+511542.9,1,0,WFC3  ,IRSUB512,F110W,972.183472,2017-06-08T23:58:17.727000,14251,REINES,143.1644320833,51.26191944444,2,11534.459,2018-06-09T04:21:07,2017-06-09T00:17:29.790000,ICUU14010,,,143.16443 51.26192,8.502543821335889e-05
ICUU15010,SDSSJ093821.54+063130.8,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-02-06T21:04:31.350000,14251,REINES,144.58978,6.525241666667,2,11534.459,2017-02-06T22:48:04,2016-02-06T21:23:43.413000,ICUU15010,,,144.58978 6.52524,0.00010000002007483417
ICUU17010,SDSSJ100423.33+231323.4,1,0,WFC3  ,IRSUB512,F110W,972.183472,2015-10-11T08:16:25.123000,14251,REINES,151.0972404167,23.22315833333,2,11534.459,2016-10-11T17:28:57,2015-10-11T08:35:37.157000,ICUU17010,,,151.09724 23.22316,0.00010260578712896894
ICUU24010,SDSSJ110912.37+612347.0,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-02-03T10:25:41.367000,14251,REINES,167.3016575,61.39640833333,2,11534.459,2017-02-03T12:55:54,2016-02-03T10:44:53.430000,ICUU24010,,,167.30166 61.39641,0.0001231138008131948
ICUU35010,SDSSJ115922.33+511809.2,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-08-01T07:05:49.773000,14251,REINES,179.8430608333,51.30257777778,2,11534.459,2017-08-01T12:15:08,2016-08-01T07:25:01.803000,ICUU35010,,,179.84306 51.30258,0.00013694843950809172
ICUU25010,SDSSJ111319.23+044425.1,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-03-29T07:05:09.493000,14251,REINES,168.3301616667,4.740341666667,2,11534.459,2017-03-29T11:17:21,2016-03-29T07:24:21.557000,ICUU25010,,,168.33016 4.74034,0.0001411811155854258
ICUU09010,SDSSJ084204.92+403934.5,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-05-29T10:25:44.627000,14251,REINES,130.52053875,40.65957777778,2,11534.459,2017-05-30T00:57:32,2016-05-29T10:44:56.657000,ICUU09010,,,130.52054 40.65958,0.0001449645951491163
ICUU53010,SDSSJ152303.80+114546.0,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-09-08T05:18:35.867000,14251,REINES,230.7712616667,11.76482222222,2,11534.459,2017-09-09T10:23:36,2016-09-08T05:37:47.900000,ICUU53010,,,230.77126 11.76482,0.00016541582162558525
ICUU39010,SDSSJ122505.40+051945.9,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-06-05T00:04:08.627000,14251,REINES,186.2733729167,5.329119444444,2,11534.459,2017-06-05T05:52:12,2016-06-05T00:23:20.657000,ICUU39010,,,186.27337 5.32912,0.00017740527950940558
ICUU07010,SDSSJ082334.84+031315.6,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-01-27T19:24:04.373000,14251,REINES,125.8951975,3.221041666667,2,11534.459,2017-01-28T12:27:08,2016-01-27T19:43:16.407000,ICUU07010,,,125.8952 3.22104,0.00018008045296647354
ICUU13010,SDSSJ092129.98+213139.3,1,0,WFC3  ,IRSUB512,F110W,972.183472,2017-04-23T23:14:13.657000,14251,REINES,140.37495625,21.52760833333,2,11534.459,2018-04-24T03:18:52,2017-04-23T23:33:25.720000,ICUU13010,,,140.37496 21.52761,0.00023196612820490967
ICUU60010,SDSSJ173202.96+595855.0,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-06-06T14:43:15.603000,14251,REINES,263.0124016667,59.98193611111,2,11534.459,2017-06-07T01:37:49,2016-06-06T15:02:27.667000,ICUU60010,,,263.0124 59.98194,0.00023863634768044715
ICUU08010,SDSSJ084025.54+181858.9,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-04-12T00:01:26.487000,14251,REINES,130.1064354167,18.3164,2,11534.459,2017-04-12T12:11:25,2016-04-12T00:20:38.547000,ICUU08010,,,130.10644 18.3164,0.00026106538007751975
ICUU20010,SDSSJ102149.12+635206.8,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-04-26T14:59:48.557000,14251,REINES,155.4548116667,63.86854444444,2,11534.459,2017-04-26T21:13:07,2016-04-26T15:19:00.590000,ICUU20010,,,155.45481 63.86854,0.0002702792101329092
ICUU21010,SDSSJ102833.33+184513.9,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-06-30T20:03:39.657000,14251,REINES,157.1388925,18.75389444444,2,11534.459,2017-07-01T00:15:49,2016-06-30T20:32:52.713000,ICUU21010,,,157.13889 18.75389,0.0003021345121732275
ICUU12010,SDSSJ091720.88+191018.9,1,0,WFC3  ,IRSUB512,F110W,972.183472,2017-02-05T08:20:02.440000,14251,REINES,139.3370241667,19.17193333333,2,11534.459,2018-02-06T00:25:32,2017-02-05T08:39:14.503000,ICUU12010,,,139.33702 19.17193,0.000309451512490067
ICUU16010,SDSSJ094705.72+050159.8,1,0,WFC3  ,IRSUB512,F110W,972.183472,2017-01-29T04:39:05.447000,14251,REINES,146.773825,5.033308333333,2,11534.459,2018-01-29T08:24:25,2017-01-29T05:21:21.480000,ICUU16010,,,146.77383 5.03331,0.00031513050947912854
ICUU11010,SDSSJ090737.05+352828.4,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-04-26T08:02:15.567000,14251,REINES,136.9044058333,35.47455555556,2,11534.459,2017-04-26T13:32:00,2016-04-26T08:21:27.597000,ICUU11010,,,136.90441 35.47456,0.0003355024210022488
ICUU27010,SDSSJ112957.62+653804.8,1,0,WFC3  ,IRSUB512,F110W,972.183472,2016-04-24T13:38:21.550000,14251,REINES,172.4901545833,65.63471388889,2,11534.459,2017-04-24T20:44:45,2016-04-24T13:57:33.613000,ICUU27010,,,172.49015 65.63472,0.0003838170831135056
IEH309010,WISEA-J125747.86+274610.0,1,0,WFC3  ,IRSUB512,F110W,238.703536,2021-04-27T17:45:37.243000,16423,BALDASSARE,194.44943,27.76946111111,1,11534.459,2021-10-28T04:00:34,2021-04-27T17:52:33.913000,IEH309010,,,194.44943 27.76947,0.0005333333999372594
IEH309020,WISEA-J125747.86+274610.0,1,0,WFC3  ,UVIS2-2K2C-SUB,F300X,786.0,2021-04-27T17:54:21.580000,16423,BALDASSARE,194.44943,27.76946111111,1,2805.8406,2021-10-28T04:17:34,2021-04-27T18:13:35.547000,IEH309020,,,194.44943 27.76947,0.0005333333999372594
IEH309030,WISEA-J125747.86+274610.0,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,480.0,2021-04-27T18:17:04.557000,16423,BALDASSARE,194.44943,27.76946111111,1,5887.7124,2021-10-28T04:19:30,2021-04-27T18:31:16.570000,IEH309030,,,194.44943 27.76947,0.0005333333999372594
ICRV04010,SDSSJ144012.70+024743.5,1,0,WFC3  ,UVIS2-C1K1C-SUB,F275W,747.0,2015-06-15T15:10:35.123000,13943,REINES,220.0529166667,2.795416666667,5,2703.2976,2016-06-15T17:20:47,2015-06-15T15:26:08.127000,ICRV04010,,,220.05293 2.79542,0.0008236956700388224
ICRV04020,SDSSJ144012.70+024743.5,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,645.0,2015-06-15T15:28:01.137000,13943,REINES,220.0529166667,2.795416666667,5,5887.7124,2016-06-15T17:22:52,2015-06-15T15:44:40.127000,ICRV04020,,,220.05293 2.79542,0.0008236956700388224
ICRV04030,SDSSJ144012.70+024743.5,1,0,WFC3  ,IRSUB512,F110W,422.073488,2015-06-15T15:48:20.833000,13943,REINES,220.0529166667,2.795416666667,5,11534.459,2016-06-15T17:24:08,2015-06-15T15:58:21.343000,ICRV04030,,,220.05293 2.79542,0.0008236956700388224
ICYV01010,SDSS-J152304.97+114553.6,1,0,WFC3  ,UVIS2,F475W,2312.0,2016-06-23T11:52:37.977000,14187,BALDASSARE,230.7707042929,11.76491070747,2,4772.63625,2017-06-24T01:05:41,2016-06-23T12:37:33.960000,ICYV01010,,,230.77072 11.76489,0.001547552872803948
ICYV01020,SDSS-J152304.97+114553.6,1,0,WFC3  ,UVIS2,F775W,2424.0,2016-06-23T13:40:44.987000,14187,BALDASSARE,230.7707042929,11.76491070747,2,7649.834,2017-06-24T01:06:40,2016-06-23T15:12:13.960000,ICYV01020,,,230.77072 11.76489,0.001547552872803948
IEH307010,WISEA-J080028.51+152711.0,1,0,WFC3  ,IRSUB512,F110W,238.703536,2020-10-31T01:52:00.987000,16423,BALDASSARE,120.11898,15.4531,1,11534.459,2021-04-30T09:06:02,2020-10-31T01:58:57.660000,IEH307010,,,120.11895 15.4531,0.0017349279850170378
IEH307020,WISEA-J080028.51+152711.0,1,0,WFC3  ,UVIS2-2K2C-SUB,F300X,777.0,2020-10-31T02:00:45.293000,16423,BALDASSARE,120.11898,15.4531,1,2805.8406,2021-04-30T09:32:39,2020-10-31T02:19:50.300000,IEH307020,,,120.11895 15.4531,0.0017349279850170378
IEH307030,WISEA-J080028.51+152711.0,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,480.0,2020-10-31T02:23:19.310000,16423,BALDASSARE,120.11898,15.4531,1,5887.7124,2021-04-30T09:27:23,2020-10-31T03:40:52.283000,IEH307030,,,120.11895 15.4531,0.0017349279850170378
IEH306010,2MASX-J11404072+5948504,1,0,WFC3  ,IRSUB512,F110W,238.703536,2021-01-30T10:17:42.200000,16423,BALDASSARE,175.16972,59.81396944444,1,11534.459,2021-07-30T20:19:18,2021-01-30T10:24:38.873000,IEH306010,,,175.1697 59.81402,0.003092760708973673
IEH306020,2MASX-J11404072+5948504,1,0,WFC3  ,UVIS2-2K2C-SUB,F300X,1011.0,2021-01-30T10:26:26.507000,16423,BALDASSARE,175.16972,59.81396944444,1,2805.8406,2021-07-30T20:44:24,2021-01-30T11:09:39.513000,IEH306020,,,175.1697 59.81402,0.003092760708973673
IEH306030,2MASX-J11404072+5948504,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,480.0,2021-01-30T11:13:08.523000,16423,BALDASSARE,175.16972,59.81396944444,1,5887.7124,2021-07-30T20:38:55,2021-01-30T11:27:20.503000,IEH306030,,,175.1697 59.81402,0.003092760708973673
ICRV08010,SDSSJ084029.91+470710.4,1,0,WFC3  ,UVIS2-C1K1C-SUB,F275W,789.0,2015-05-22T03:38:11.123000,13943,REINES,130.1245833333,47.11955555556,5,2703.2976,2016-05-22T05:13:15,2015-05-22T03:54:26.143000,ICRV08010,,,130.12463 47.11951,0.003331870124184056
ICRV08020,SDSSJ084029.91+470710.4,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,645.0,2015-05-22T03:56:19.123000,13943,REINES,130.1245833333,47.11955555556,5,5887.7124,2016-05-22T05:15:20,2015-05-22T04:12:58.113000,ICRV08020,,,130.12463 47.11951,0.003331870124184056
ICRV08030,SDSSJ084029.91+470710.4,1,0,WFC3  ,IRSUB512,F110W,513.758484,2015-05-22T04:16:38.817000,13943,REINES,130.1245833333,47.11955555556,5,11534.459,2016-05-22T05:16:24,2015-05-22T04:28:11.263000,ICRV08030,,,130.12463 47.11951,0.003331870124184056
ICRV05010,SDSSJ085125.81+393541.7,1,0,WFC3  ,UVIS2-C1K1C-SUB,F275W,801.0,2015-03-22T22:07:45.957000,13943,REINES,132.8575,39.59491666667,5,2703.2976,2016-03-23T02:24:20,2015-03-22T23:06:59.953000,ICRV05010,,,132.85757 39.59494,0.003526221263598489
ICRV05020,SDSSJ085125.81+393541.7,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,645.0,2015-03-22T23:08:52.963000,13943,REINES,132.8575,39.59491666667,5,5887.7124,2016-03-23T02:26:45,2015-03-22T23:25:31.953000,ICRV05020,,,132.85757 39.59494,0.003526221263598489
ICRV05030,SDSSJ085125.81+393541.7,1,0,WFC3  ,IRSUB512,F110W,422.073488,2015-03-22T23:29:12.657000,13943,REINES,132.8575,39.59491666667,5,11534.459,2016-03-23T02:28:20,2015-03-22T23:39:13.170000,ICRV05030,,,132.85757 39.59494,0.003526221263598489
IEH308010,CGCG-119-107,1,0,WFC3  ,IRSUB512,F110W,238.703536,2021-03-01T11:22:18.260000,16423,BALDASSARE,126.84971,23.18006111111,1,11534.459,2021-09-01T15:32:51,2021-03-01T11:29:14.933000,IEH308010,,,126.84973 23.18012,0.0037015312005556273
IEH308020,CGCG-119-107,1,0,WFC3  ,UVIS2-2K2C-SUB,F300X,780.0,2021-03-01T11:31:02.567000,16423,BALDASSARE,126.84971,23.18006111111,1,2805.8406,2021-09-01T15:58:39,2021-03-01T11:50:10.580000,IEH308020,,,126.84973 23.18012,0.0037015312005556273
IEH308030,CGCG-119-107,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,480.0,2021-03-01T11:53:39.557000,16423,BALDASSARE,126.84971,23.18006111111,1,5887.7124,2021-09-01T15:56:12,2021-03-01T12:07:51.573000,IEH308030,,,126.84973 23.18012,0.0037015312005556273
ICYV01030,SDSS-J152304.97+114553.6,1,0,WFC3  ,IR,F160W,2396.926268,2016-06-23T15:29:24.487000,14187,BALDASSARE,230.7706667186,11.76495235879,2,15369.176,2017-06-23T21:34:54,2016-06-23T17:15:26.727000,ICYV01030,,,230.77072 11.76489,0.0048779305913516265
ID1O01010,MRK-1434,1,0,WFC3  ,UVIS2,F606W,1852.0,2016-04-16T04:03:57.797000,14356,PLOTKIN,158.54236,58.06373055556,2,5888.43895,2017-04-16T15:52:10,2016-04-16T04:41:13.780000,ID1O01010,,,158.54231 58.06365,0.005087185515966905
ID1O01020,MRK-1434,1,0,WFC3  ,IRSUB512,F110W,513.758484,2016-04-16T04:44:05.493000,14356,PLOTKIN,158.54236,58.06373055556,2,11534.459,2017-04-16T08:13:15,2016-04-16T05:46:30.933000,ID1O01020,,,158.54231 58.06365,0.005087185515966905
ICRV02010,SDSSJ090613.75+561015.5,1,0,WFC3  ,UVIS2-C1K1C-SUB,F275W,900.0,2015-02-18T02:16:54.883000,13943,REINES,136.5575,56.17097222222,5,2703.2976,2016-02-18T06:54:00,2015-02-18T02:35:00.880000,ICRV02010,,,136.55732 56.17099,0.006106421448353125
ICRV02020,SDSSJ090613.75+561015.5,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,648.0,2015-02-18T02:36:53.890000,13943,REINES,136.5575,56.17097222222,5,5887.7124,2016-02-18T06:56:57,2015-02-18T03:25:42.897000,ICRV02020,,,136.55732 56.17099,0.006106421448353125
ICRV02030,SDSSJ090613.75+561015.5,1,0,WFC3  ,IRSUB512,F110W,513.758484,2015-02-18T03:55:03.600000,13943,REINES,136.5575,56.17097222222,5,11534.459,2016-02-18T06:58:43,2015-02-18T04:06:36.017000,ICRV02030,,,136.55732 56.17099,0.006106421448353125
ICRV03010,SDSSJ095418.15+471725.1,1,0,WFC3  ,UVIS2-C1K1C-SUB,F275W,882.0,2015-05-23T16:15:41.137000,13943,REINES,148.5758333333,47.29030555556,5,2703.2976,2016-05-23T23:20:44,2015-05-23T16:33:29.120000,ICRV03010,,,148.57564 47.29032,0.007915679585465466
ICRV03020,SDSSJ095418.15+471725.1,1,0,WFC3  ,UVIS2-2K2C-SUB,F606W,645.0,2015-05-23T16:35:22.130000,13943,REINES,148.5758333333,47.29030555556,5,5887.7124,2016-05-23T23:22:39,2015-05-23T16:52:01.120000,ICRV03020,,,148.57564 47.29032,0.007915679585465466
ICRV03030,SDSSJ095418.15+471725.1,1,0,WFC3  ,IRSUB512,F110W,422.073488,2015-05-23T16:55:41.823000,13943,REINES,148.5758333333,47.29030555556,5,11534.459,2016-05-23T23:23:44,2015-05-23T17:05:42.337000,ICRV03030,,,148.57564 47.29032,0.007915679585465466
IF2804010,J144252.81+205451.5,1,0,WFC3  ,UVIS2,F300X,696.0,2023-06-25T13:10:05.287000,17239,CHILINGARIAN,220.7199592999,20.91464775793,0,2813.1549,2023-12-25T20:42:51,2023-06-25T13:23:58.293000,IF2804010,,,220.71994 20.91437,0.01670054356461549
IF2804020,J144252.81+205451.5,1,0,WFC3  ,UVIS2,F350LP,696.0,2023-06-25T13:26:38.280000,17239,CHILINGARIAN,220.7199592999,20.91464775793,0,5862.50925,2023-12-25T15:24:26,2023-06-25T13:40:22.293000,IF2804020,,,220.71994 20.91437,0.01670054356461549
